Cat_ID_timepoint,Cat_ID,Owner_ID,timepoint,date,dob,Age_years,Breed,breed,Sex,neuter_status,weight,BCS,MCS_combined,Heart_murmur,HM_grade,HM_at_least_once,HR,CKD,CKD_IRIS,CKD_over.study,Hypertension,hypertensive_over.study,Diabetes_mellitus,diabetes_over.study,Hyperthyroidism,hyperthyroid_over.study,oe.abnormalities_Yes_no_incomplete,oe.abnormality_score,oe_abnormalities_over_study,Dental_disease,dental_dz_over_study,Neoplasia,neoplasia_over.study,FIV.Y.N.,Medications,log_sbp,SBP,Healthy_visit,Overall_health_status
Cat048_0,Cat048,Own039,0,23/08/2017,19/07/2008,9.095140315,Non-pedigree,DSH,Male,Yes,5.82,5,30,No,0,Yes,150,No,0,No,No,Yes,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.684905154,108.3,Yes,Not_Healthy
Cat048_0.5,Cat048,Own039,0.5,20/02/2018,19/07/2008,9.590691307,Non-pedigree,DSH,Male,Yes,6.28,6,30,No,0,Yes,180,No,0,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.804021045,122,Yes,Not_Healthy
Cat048_1,Cat048,Own039,1,03/09/2018,19/07/2008,10.12457221,Non-pedigree,DSH,Male,Yes,5.96,7,28,No,0,Yes,168,No,0,No,No,Yes,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat048_1.5,Cat048,Own039,1.5,21/05/2019,19/07/2008,10.83641342,Non-pedigree,DSH,Male,Yes,5.6,6,30,No,0,Yes,168,No,0,No,No,Yes,No,No,No,No,Yes,3,1,Yes,1,No,No,No,NA,4.765586907,117.4,Yes,Not_Healthy
Cat048_2,Cat048,Own039,2,12/11/2019,19/07/2008,11.3155373,Non-pedigree,DSH,Male,Yes,5.92,7,26,Yes,2,Yes,180,No,0,No,No,Yes,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.976733742,145,Yes,Not_Healthy
Cat048_3,Cat048,Own039,3,05/11/2020,19/07/2008,12.29842574,Non-pedigree,DSH,Male,Yes,5.9,6,28,No,0,Yes,210,No,0,No,Yes,Yes,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,5.135798437,170,Yes,Not_Healthy
Cat048_3.5,Cat048,Own039,3.5,15/06/2021,19/07/2008,12.90622861,Non-pedigree,DSH,Male,Yes,5.49,6,30,No,0,Yes,164,No,0,No,No,Yes,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,5.010635294,150,Yes,Not_Healthy
Cat048_4,Cat048,Own039,4,14/12/2021,19/07/2008,13.40451745,Non-pedigree,DSH,Male,Yes,5.39,6,26,No,0,Yes,178,No,0,No,Yes,Yes,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,5.150397236,172.5,No,Not_Healthy
Cat048_4.5,Cat048,Own039,4.5,07/06/2022,19/07/2008,13.88364134,Non-pedigree,DSH,Male,Yes,5.52,7,24,No,0,Yes,152,No,0,No,Yes,Yes,No,No,No,No,Yes,5,1,No,1,No,No,No,NA,5.117993812,167,No,Not_Healthy
Cat048_5,Cat048,Own039,5,05/12/2022,19/07/2008,14.37919233,Non-pedigree,DSH,Male,Yes,5.5,6,24,No,0,Yes,196,No,0,No,Yes,Yes,No,No,No,No,Yes,5,1,No,1,No,No,No,Metacam and yumove,5.093750201,163,No,Not_Healthy
Cat048_5.5,Cat048,Own039,5.5,13/06/2023,19/07/2008,14.89938398,Non-pedigree,DSH,Male,Yes,5.43,6,22,No,0,Yes,160,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,Metacam and yumove,5.153291594,173,No,Not_Healthy
Cat048_6,Cat048,Own039,6,13/12/2023,19/07/2008,15.40041068,Non-pedigree,DSH,Male,Yes,4.9,5,14,Yes,2,Yes,220,No,0,No,Yes,Yes,No,No,No,No,Yes,12,1,No,1,No,No,No,Metacam and solensia,5.075173815,160,No,Not_Healthy
Cat049_0,Cat049,Own040,0,30/08/2017,26/08/2007,10.01232033,Non-pedigree,DSH,Female,Yes,5.43,7,30,No,0,No,170,No,0,No,No,No,No,Yes,No,No,Yes,3,1,Yes,1,No,No,No,NA,4.707726774,110.8,Yes,Not_Healthy
Cat049_0.5,Cat049,Own040,0.5,20/03/2018,26/08/2007,10.56536619,Non-pedigree,DSH,Female,Yes,5.42,8,30,No,0,No,190,No,0,No,No,No,No,Yes,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.744932128,115,Yes,Not_Healthy
Cat049_1,Cat049,Own040,1,18/10/2018,26/08/2007,11.14579055,Non-pedigree,DSH,Female,Yes,5.93,8,30,No,0,No,180,No,0,No,No,No,No,Yes,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.572646994,96.8,No,Not_Healthy
Cat049_1.5,Cat049,Own040,1.5,15/04/2019,26/08/2007,11.63586585,Non-pedigree,DSH,Female,Yes,5.38,8,30,No,0,No,186,No,0,No,No,No,No,Yes,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.634728988,103,Yes,Not_Healthy
Cat049_2,Cat049,Own040,2,08/10/2019,26/08/2007,12.11772758,Non-pedigree,DSH,Female,Yes,4.41,5,30,No,0,No,168,No,0,No,No,No,Yes,Yes,No,No,Yes,0,1,Yes,1,No,No,No,NA,4.704110134,110.4,No,Not_Healthy
Cat050_0,Cat050,Own041,0,12/09/2017,23/10/2007,9.889117043,Non-pedigree,DSH,Female,Yes,3.98,5,26,No,0,Yes,170,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.584967479,98,Yes,Not_Healthy
Cat050_0.5,Cat050,Own041,0.5,13/03/2019,23/10/2007,11.38672142,Non-pedigree,DSH,Female,Yes,4.22,6,30,No,0,Yes,220,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,Yes,No,NA,4.779123493,119,Yes,Not_Healthy
Cat050_1,Cat050,Own041,1,04/09/2018,23/10/2007,10.86652977,Non-pedigree,DSH,Female,Yes,4.1,5,25,Yes,2,Yes,192,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.941642423,140,Yes,Not_Healthy
Cat050_2,Cat050,Own041,2,26/09/2019,23/10/2007,11.92607803,Non-pedigree,DSH,Female,Yes,2.52,2,10,Yes,1,Yes,186,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,Yes,Yes,No,NA,4.553876892,95,No,Not_Healthy
Cat051_0,Cat051,Own042,0,12/09/2017,27/10/2008,8.876112252,Non-pedigree,DSH,Female,Yes,3.92,4,30,No,0,Yes,225,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,5.204006687,182,No,Not_Healthy
Cat051_1,Cat051,Own042,1,11/09/2018,27/10/2008,9.872689938,Non-pedigree,DSH,Female,Yes,4.03,5,28,No,0,Yes,180,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat051_1.5,Cat051,Own042,1.5,23/04/2019,27/10/2008,10.48596851,Non-pedigree,DSH,Female,Yes,4.21,6,28,No,0,Yes,216,No,0,No,No,Yes,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat051_2,Cat051,Own042,2,10/12/2019,27/10/2008,11.11841205,Non-pedigree,DSH,Female,Yes,4.38,6,28,No,0,Yes,180,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat051_3,Cat051,Own042,3,17/12/2020,27/10/2008,12.13963039,Non-pedigree,DSH,Female,Yes,4.5,6,26,No,0,Yes,222,No,0,No,No,Yes,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,4.976733742,145,Yes,Not_Healthy
Cat051_3.5,Cat051,Own042,3.5,01/06/2021,27/10/2008,12.59411362,Non-pedigree,DSH,Female,Yes,4.06,5,29,No,0,Yes,192,No,0,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,5.180659323,177.8,Yes,Not_Healthy
Cat051_4,Cat051,Own042,4,21/12/2021,27/10/2008,13.14989733,Non-pedigree,DSH,Female,Yes,4.29,6,NA,No,0,Yes,140,No,NA,No,No,Yes,No,No,No,No,Incomplete_OE,NA,0,Yes,1,No,No,No,NA,4.993828176,147.5,No,Not_Healthy
Cat051_4.5,Cat051,Own042,4.5,07/06/2022,27/10/2008,13.60985626,Non-pedigree,DSH,Female,Yes,4.07,5,21,Yes,2,Yes,160,No,NA,No,Yes,Yes,No,No,No,No,Incomplete_OE,NA,0,No,1,No,No,No,NA,5.138735297,170.5,No,Not_Healthy
Cat052_0,Cat052,Own043,0,13/09/2017,20/12/2008,8.73100616,Non-pedigree,DSH,Female,Yes,3.94,6,30,No,0,No,180,No,0,No,No,No,No,No,NA,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.914124394,136.2,Yes,Not_Healthy
Cat052_0.5,Cat052,Own043,0.5,29/03/2018,20/12/2008,9.270362765,Non-pedigree,DSH,Female,Yes,4.01,7,30,No,0,No,176,No,NA,No,No,No,No,No,NA,Yes,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.812184355,123,Yes,Not_Healthy
Cat052_1,Cat052,Own043,1,09/10/2018,20/12/2008,9.801505818,Non-pedigree,DSH,Female,Yes,3.93,6,30,No,0,No,180,No,0,No,No,No,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.888844237,132.8,Yes,Not_Healthy
Cat052_1.5,Cat052,Own043,1.5,16/04/2019,20/12/2008,10.31895962,Non-pedigree,DSH,Female,Yes,3.75,5,30,No,0,No,174,No,0,No,No,No,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.852030264,128,Yes,Not_Healthy
Cat052_2,Cat052,Own043,2,17/10/2019,20/12/2008,10.82272416,Non-pedigree,DSH,Female,Yes,3.65,5,30,No,0,No,180,No,0,No,No,No,No,No,No,Yes,Yes,NA,1,Yes,1,No,No,No,NA,4.736198448,114,Yes,Not_Healthy
Cat052_3,Cat052,Own043,3,22/10/2020,20/12/2008,11.8384668,Non-pedigree,DSH,Female,Yes,3.77,5,30,No,0,No,198,No,0,No,No,No,No,No,No,Yes,Yes,NA,1,No,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat052_4,Cat052,Own043,4,04/11/2021,20/12/2008,12.8733744,Non-pedigree,DSH,Female,Yes,3.8,5,24,No,0,No,176,No,0,No,No,No,No,No,Yes,Yes,Incomplete_OE,NA,1,No,1,No,No,No,Thyronorm and gabapentin,NA,NA,No,Not_Healthy
Cat052_4.5,Cat052,Own043,4.5,17/05/2022,20/12/2008,13.40451745,Non-pedigree,DSH,Female,Yes,3.68,5,24,No,0,No,160,No,0,No,No,No,No,No,Yes,Yes,Yes,3,1,No,1,No,No,No,Thyronorm and gabapentin,5.010635294,150,No,Not_Healthy
Cat052_5,Cat052,Own043,5,20/10/2022,20/12/2008,13.83162218,Non-pedigree,DSH,Female,Yes,3.7,5,23,No,0,No,188,No,0,No,No,No,No,No,Yes,Yes,Yes,6,1,No,1,No,No,No,Thyronorm and gabapentin,4.972587226,144.4,No,Not_Healthy
Cat053_0,Cat053,Own044,0,19/09/2017,11/06/2010,7.274469541,Non-pedigree,DMH,Male,Yes,5.39,6,30,Yes,1,Yes,190,No,0,No,No,No,No,No,No,No,No,0,1,No,0,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat053_0.5,Cat053,Own044,0.5,01/03/2018,11/06/2010,7.72073922,Non-pedigree,DMH,Male,Yes,5.38,6,30,No,0,Yes,180,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,0,No,No,No,NA,4.784152842,119.6,Yes,Not_Healthy
Cat053_1,Cat053,Own044,1,09/10/2018,11/06/2010,8.328542094,Non-pedigree,DMH,Male,Yes,5.19,7,30,Yes,2,Yes,192,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,0,No,No,No,NA,4.912654886,136,Yes,Not_Healthy
Cat053_1.5,Cat053,Own044,1.5,30/04/2019,11/06/2010,8.884325804,Non-pedigree,DMH,Male,Yes,5.23,7,30,No,0,Yes,168,No,NA,No,No,No,No,No,No,No,NA,NA,1,No,0,No,No,No,NA,4.813809051,123.2,Yes,Not_Healthy
Cat053_2,Cat053,Own044,2,29/10/2019,11/06/2010,9.382614648,Non-pedigree,DMH,Male,Yes,5.6,8,30,Yes,1,Yes,174,No,0,No,No,No,No,No,No,No,Yes,2,1,No,0,No,No,No,NA,4.700480366,110,Yes,Not_Healthy
Cat053_3,Cat053,Own044,3,22/10/2020,11/06/2010,10.36550308,Non-pedigree,DMH,Male,Yes,4.87,6,30,Yes,2,Yes,204,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.914491434,136.25,Yes,Not_Healthy
Cat053_4,Cat053,Own044,4,21/12/2021,11/06/2010,11.52908966,Non-pedigree,DMH,Male,Yes,5.12,6,25,No,0,Yes,180,No,0,No,No,No,No,No,No,No,Yes,6,1,No,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat053_4.5,Cat053,Own044,4.5,14/06/2022,11/06/2010,12.00821355,Non-pedigree,DMH,Male,Yes,4.38,5,20,Yes,2,Yes,152,No,0,No,No,No,No,No,No,No,Yes,7,1,No,0,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat053_5,Cat053,Own044,5,06/12/2022,11/06/2010,12.48733744,Non-pedigree,DMH,Male,Yes,4.89,6,26,Yes,1,Yes,208,No,0,No,No,No,No,No,No,No,Yes,3,1,No,0,No,No,No,No,4.958639999,142.4,Yes,Not_Healthy
Cat053_5.5,Cat053,Own044,5.5,27/06/2023,11/06/2010,13.04312115,Non-pedigree,DMH,Male,Yes,4.33,6,22,No,0,Yes,164,No,0,No,No,No,No,No,No,No,Yes,10,1,No,0,No,No,No,No,4.984975547,146.2,No,Not_Healthy
Cat053_6,Cat053,Own044,6,06/12/2023,11/06/2010,13.48665298,Non-pedigree,DMH,Male,Yes,4.51,5,16,No,0,Yes,200,No,0,No,No,No,No,No,No,No,Yes,10,1,No,0,No,No,No,No,4.947340444,140.8,No,Not_Healthy
Cat054_0,Cat054,Own045,0,20/09/2017,10/08/2010,7.112936345,Non-pedigree,DSH,Male,Yes,4.72,6,28,Yes,2,Yes,180,No,0,No,No,No,No,No,No,No,Yes,5,1,Yes,1,No,No,No,NA,4.862908382,129.4,Yes,Not_Healthy
Cat054_0.5,Cat054,Own045,0.5,22/03/2018,10/08/2010,7.613963039,Non-pedigree,DSH,Male,Yes,4.78,6,24,Yes,2,Yes,220,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.8978398,134,Yes,Not_Healthy
Cat054_1,Cat054,Own045,1,16/10/2018,10/08/2010,8.183436003,Non-pedigree,DSH,Male,Yes,4.6,6,26,Yes,2,Yes,192,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.804021045,122,No,Not_Healthy
Cat054_1.5,Cat054,Own045,1.5,11/04/2019,10/08/2010,8.668035592,Non-pedigree,DSH,Male,Yes,4.77,6,25,No,0,Yes,188,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.729156166,113.2,No,Not_Healthy
Cat054_2,Cat054,Own045,2,09/10/2019,10/08/2010,9.163586585,Non-pedigree,DSH,Male,Yes,4.8,6,30,No,0,Yes,198,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.744932128,115,Yes,Not_Healthy
Cat054_3,Cat054,Own045,3,22/10/2020,10/08/2010,10.20123203,Non-pedigree,DSH,Male,Yes,4.81,6,30,No,0,Yes,204,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat054_4,Cat054,Own045,4,03/11/2021,10/08/2010,11.23340178,Non-pedigree,DSH,Male,Yes,5.09,7,24,No,0,Yes,192,No,0,No,No,No,No,No,No,No,Yes,8,1,Yes,1,No,No,No,NA,4.779123493,119,Yes,Not_Healthy
Cat054_4.5,Cat054,Own045,4.5,14/06/2022,10/08/2010,11.84394251,Non-pedigree,DSH,Male,Yes,5.36,7,22,Yes,2,Yes,164,No,0,No,No,No,No,No,No,No,Yes,10,1,Yes,1,No,No,No,NA,4.774068722,118.4,Yes,Not_Healthy
Cat054_5,Cat054,Own045,5,26/01/2023,10/08/2010,12.46269678,Non-pedigree,DSH,Male,Yes,5.08,7,20,Yes,3,Yes,170,No,0,No,No,No,No,No,No,No,Yes,12,1,Yes,1,No,No,No,No,4.757032535,116.4,No,Not_Healthy
Cat054_5.5,Cat054,Own045,5.5,31/08/2023,10/08/2010,13.0568104,Non-pedigree,DSH,Male,Yes,5.26,6,20,Yes,3,Yes,184,No,0,No,No,No,No,No,No,No,Yes,13,1,Yes,1,No,No,No,Solensia,4.700480366,110,No,Not_Healthy
Cat055_0,Cat055,Own046,0,20/09/2017,06/08/2010,7.123887748,Non-pedigree,DSH,Female,Yes,3.64,5,30,No,0,Yes,190,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.968423445,143.8,Yes,Healthy
Cat055_0.5,Cat055,Own046,0.5,22/03/2018,06/08/2010,7.624914442,Non-pedigree,DSH,Female,Yes,3.74,5,30,No,0,Yes,180,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.881285622,131.8,Yes,Healthy
Cat055_1,Cat055,Own046,1,04/09/2018,06/08/2010,8.079397673,Non-pedigree,DSH,Female,Yes,3.5,5,30,Yes,2,Yes,168,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.757032535,116.4,Yes,Healthy
Cat055_2,Cat055,Own046,2,27/08/2019,06/08/2010,9.056810404,Non-pedigree,DSH,Female,Yes,3.39,5,30,No,0,Yes,210,No,0,No,No,No,No,No,No,No,Yes,2,1,No,1,No,No,No,NA,4.774912961,118.5,Yes,Healthy
Cat056_0,Cat056,Own047,0,26/09/2017,26/03/2008,9.503080082,Non-pedigree,DMH,Male,Yes,4.34,4,30,No,0,Yes,175,No,0,Yes,No,Yes,No,No,No,No,Yes,1,1,Yes,1,No,Yes,No,NA,4.709530201,111,Yes,Not_Healthy
Cat056_0.5,Cat056,Own047,0.5,28/03/2018,26/03/2008,10.00410678,Non-pedigree,DMH,Male,Yes,4.17,4,30,Yes,2,Yes,210,Yes,2,Yes,No,Yes,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,Yes,No,NA,4.858260814,128.8,Yes,Not_Healthy
Cat056_1,Cat056,Own047,1,10/10/2018,26/03/2008,10.54072553,Non-pedigree,DMH,Male,Yes,4.18,5,26,Yes,2,Yes,198,Yes,2,Yes,No,Yes,No,No,No,No,Yes,4,1,Yes,1,No,Yes,No,NA,4.905274778,135,Yes,Not_Healthy
Cat056_1.5,Cat056,Own047,1.5,22/05/2019,26/03/2008,11.15400411,Non-pedigree,DMH,Male,Yes,4.3,5,28,Yes,2,Yes,210,Yes,2,Yes,No,Yes,No,No,No,No,Yes,NA,1,Yes,1,No,Yes,No,NA,4.990432587,147,Yes,Not_Healthy
Cat056_2,Cat056,Own047,2,27/11/2019,26/03/2008,11.67145791,Non-pedigree,DMH,Male,Yes,4.2,5,26,No,0,Yes,230,Yes,NA,Yes,No,Yes,No,No,No,No,Yes,NA,1,Yes,1,No,Yes,No,NA,4.93878119,139.6,Yes,Not_Healthy
Cat056_4,Cat056,Own047,4,23/11/2021,26/03/2008,13.66187543,Non-pedigree,DMH,Male,Yes,4.06,5,28,No,0,Yes,180,Yes,3,Yes,No,Yes,No,No,No,No,Yes,1,1,Yes,1,No,Yes,No,NA,4.9698133,144,No,Not_Healthy
Cat056_4.5,Cat056,Own047,4.5,17/05/2022,26/03/2008,14.14099932,Non-pedigree,DMH,Male,Yes,3.92,4,17,Yes,2,Yes,160,Yes,2,Yes,Yes,Yes,No,No,No,No,Yes,14,1,Yes,1,No,Yes,No,NA,5.186267863,178.8,No,Not_Healthy
Cat056_5,Cat056,Own047,5,14/11/2022,26/03/2008,14.63655031,Non-pedigree,DMH,Male,Yes,3.96,4,17,Yes,2,Yes,232,Yes,2,Yes,Yes,Yes,No,No,No,No,Yes,10,1,Yes,1,No,Yes,No,NA,5.225746674,186,No,Not_Healthy
Cat056_5.5,Cat056,Own047,5.5,13/06/2023,26/03/2008,15.21423682,Non-pedigree,DMH,Male,Yes,3.25,2,10,Yes,2,Yes,180,Yes,NA,Yes,No,Yes,No,No,No,No,Yes,NA,1,Yes,1,Yes,Yes,No,Gabapentin,4.615120517,101,No,Not_Healthy
Cat057_0,Cat057,Own048,0,27/09/2017,28/03/2008,9.500342231,Non-pedigree,DSH,Female,Yes,5.85,7,30,No,0,No,180,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,5.043425117,155,Yes,Healthy
Cat058_0,Cat058,Own047,0,27/09/2017,27/09/2010,7.000684463,Non-pedigree,DSH,Male,Yes,4.82,4,30,No,0,No,210,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.787491743,120,Yes,Healthy
Cat058_0.5,Cat058,Own047,0.5,18/04/2018,27/09/2010,7.556468172,Non-pedigree,DSH,Male,Yes,4.75,5,30,No,0,No,192,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.611152258,100.6,Yes,Healthy
Cat058_1,Cat058,Own047,1,23/10/2018,27/09/2010,8.07118412,Non-pedigree,DSH,Male,Yes,4.46,5,30,No,0,No,168,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.718498871,112,Yes,Healthy
Cat058_1.5,Cat058,Own047,1.5,24/04/2019,27/09/2010,8.572210815,Non-pedigree,DSH,Male,Yes,4.56,5,30,No,0,No,186,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.805659047,122.2,Yes,Healthy
Cat058_2,Cat058,Own047,2,15/10/2019,27/09/2010,9.048596851,Non-pedigree,DSH,Male,Yes,4.53,5,30,No,0,No,180,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.905274778,135,Yes,Healthy
Cat058_3,Cat058,Own047,3,01/10/2020,27/09/2010,10.01232033,Non-pedigree,DSH,Male,Yes,4.83,5,30,No,0,No,210,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.872139217,130.6,Yes,Healthy
Cat058_4,Cat058,Own047,4,05/10/2021,27/09/2010,11.02258727,Non-pedigree,DSH,Male,Yes,5.23,6,30,No,0,No,160,No,0,No,No,No,No,No,No,No,Yes,5,1,Yes,1,No,No,No,NA,4.739701079,114.4,Yes,Healthy
Cat058_4.5,Cat058,Own047,4.5,14/06/2022,27/09/2010,11.71252567,Non-pedigree,DSH,Male,Yes,4.85,6,25,No,0,No,192,No,0,No,No,No,No,No,No,No,Yes,6,1,Yes,1,No,No,No,NA,4.859812404,129,Yes,Healthy
Cat058_5,Cat058,Own047,5,06/12/2022,27/09/2010,12.19164956,Non-pedigree,DSH,Male,Yes,4.72,5,23,No,0,No,240,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,None,4.927253685,138,No,Healthy
Cat058_5.5,Cat058,Own047,5.5,28/06/2023,27/09/2010,12.75017112,Non-pedigree,DSH,Male,Yes,5.23,6,28,No,0,No,220,No,0,No,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,None,4.8978398,134,No,Healthy
Cat058_6,Cat058,Own047,6,13/12/2023,27/09/2010,13.21013005,Non-pedigree,DSH,Male,Yes,4.97,5,24,No,0,No,220,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,None,5.010635294,150,Yes,Healthy
Cat059_0,Cat059,Own049,0,03/10/2017,05/03/2008,9.579739904,Non-pedigree,DSH,Female,Yes,4.25,6,28,No,0,No,210,No,0,No,No,No,No,No,No,No,Yes,7,1,No,0,No,No,No,Prednisolone 2.5mg sid,4.8978398,134,No,Healthy
Cat059_0.5,Cat059,Own049,0.5,18/04/2018,05/03/2008,10.11909651,Non-pedigree,DSH,Female,Yes,4.19,6,28,No,0,No,192,No,NA,No,No,No,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.999911331,148.4,Yes,Healthy
Cat059_1,Cat059,Own049,1,24/10/2018,05/03/2008,10.63655031,Non-pedigree,DSH,Female,Yes,3.66,4,24,No,0,No,198,No,0,No,No,No,No,No,No,No,Yes,3,1,No,0,No,No,No,NA,4.887337078,132.6,Yes,Healthy
Cat060_0,Cat060,Own050,0,03/10/2017,16/09/2010,7.047227926,Non-pedigree,DLH,Female,Yes,6.53,7,30,No,0,Yes,175,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.909709376,135.6,Yes,Healthy
Cat060_0.5,Cat060,Own050,0.5,11/04/2018,16/09/2010,7.567419576,Non-pedigree,DLH,Female,Yes,6.63,8,30,No,0,Yes,168,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.872139217,130.6,Yes,Healthy
Cat060_1,Cat060,Own050,1,06/11/2018,16/09/2010,8.13963039,Non-pedigree,DLH,Female,Yes,6.64,8,30,No,0,Yes,180,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.934473933,139,Yes,Healthy
Cat060_1.5,Cat060,Own050,1.5,09/05/2019,16/09/2010,8.643394935,Non-pedigree,DLH,Female,Yes,6.89,9,30,No,0,Yes,144,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.777441407,118.8,Yes,Healthy
Cat060_2,Cat060,Own050,2,27/11/2019,16/09/2010,9.196440794,Non-pedigree,DLH,Female,Yes,6.42,8,28,Yes,1,Yes,180,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,1,No,No,No,NA,4.952299717,141.5,Yes,Healthy
Cat060_3,Cat060,Own050,3,17/12/2020,16/09/2010,10.2532512,Non-pedigree,DLH,Female,Yes,6.13,7,26,No,0,Yes,156,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,5.010635294,150,Yes,Healthy
Cat060_3.5,Cat060,Own050,3.5,22/06/2021,16/09/2010,10.7652293,Non-pedigree,DLH,Female,Yes,5.78,6,30,No,0,Yes,156,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,5.015954456,150.8,Yes,Healthy
Cat061_0,Cat061,Own047,0,04/10/2017,01/05/2009,8.427104723,Non-pedigree,DMH,Female,Yes,3.67,5,30,No,0,Yes,200,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.955827058,142,Yes,Healthy
Cat061_0.5,Cat061,Own047,0.5,19/04/2018,01/05/2009,8.966461328,Non-pedigree,DMH,Female,Yes,3.71,5,30,No,0,Yes,164,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.968423445,143.8,Yes,Healthy
Cat061_1,Cat061,Own047,1,21/11/2018,01/05/2009,9.557837098,Non-pedigree,DMH,Female,Yes,3.49,5,30,No,0,Yes,174,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.958639999,142.4,No,Healthy
